"TID","Comment","EN","JP","KR","FR","DE"
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_02",,"Ask around for mole info","モグラについて周りに聞いてみる","두더지에 대해 주변에 물어보기","Parler avec la taupe",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_03",,"Look for books about moles","モグラの本を探す","두더지에 관한 책 찾기","Chercher des livres sur les taupes",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_04",,"Write a letter to the Highland Academy","グランドアカデミーに手紙を書く","하이랜드 아카데미에 편지 쓰기","Écrire une lettre à l'Académie de Haut-Vent",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_05",,"Attempt to track down a mole expert","モグラの専門家を探してみる","두더지 전문가 찾아보기","Essayer de trouver un expert des taupes",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_06",,"Pretend you're a mole for a while","しばらくモグラになりきってみる","잠깐 두더지인척해 보기","Essayer de prétendre que vous êtes une taupe",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_07",,"Dig around in the dirt","土を掘る","땅 파기","Creuser un trou ou deux",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_08",,"Look for stuff to... eat?","土中を探す - 食べ物を探すのかな...？","땅 속에서... 먹을 것 찾기?","Chercher de quoi manger... Que mangent les taupes en fait ?",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_09",,"Reconsider what you knew about moles","モグラについての知識をまとめる","두더지에 대한 지식 다시 생각해 보기","Réviser ses préjugés sur les taupes",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_10",,"Inspect the area around the sugar field","サトウキビ畑の周辺を調査する","설탕 밭 주변 조사하기","Inspecter les alentours des champs de sucre",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_11",,"Watch the mole eat lots of sugar","モグラが食い荒らしている姿を注視する","두더지가 많은 양의 설탕 먹는 모습 지켜보기","Regarder la taupe manger beaucoup de sucre",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_12",,"Think about all the evidence so far","これまで得た情報を整理する","지금까지 모은 증거들에 대해 생각해 보기","Considérer toutes les informations disponibles",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_13",,"Reconstruct the mole's motivations","モグラの欲求について考える","두더지의 동기에 대해 생각해 보기","Émettre des hypothèses expliquant l'attitude de la taupe",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_14",,"Realize the mole is motivated by food","欲求が食べ物だと理解する","동기가 음식이었음을 깨닫기","Confirmer que la taupe ne s'intéresse qu'à la nourriture",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE1_JOB_15",,"Inform the farmers the mole has a sweet tooth","農家の人たちにモグラは甘いもの好きだと教える","농부들에게 두더지가 단 것을 좋아한다고 알리기","Dire aux fermiers que la taupe adore les sucreries",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_01",,"Ask Otto if you can borrow his cart","オットーにカートを借りたいと頼んでみる","오토에게 수레를 빌릴 수 있는지 물어보기","Demander à Otto d'emprunter sa charrette",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_02",,"Tell Otto it's very important","オットーに事の重大性を伝える","오토에게 아주 중요한 일에 필요하다고 말하기","Assurer Otto que c'est très important",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_03",,"Beg Otto to let you use the cart just this once","1度だけでいいからと頼み込む","오토에게 딱 한 만 수레를 빌려달라고 빌기","Supplier Otto de nous prêter la charrette juste une fois",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_04",,"Load yummy food onto the cart","カートに食べ物を積み込む","수레에 맛있는 음식을 담기","Charger la charrette de pâtisseries",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_05",,"Load delicious food onto the cart","カートに美味しい食べ物を積み込む","수레에 군침 도는 음식을 담기","Mettre encore plus de pâtisseries dans la charrette",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_06",,"Load tasty food onto the cart","カートに超美味しい食べ物を積み込む","수레에 아주 맛있는 음식 담기","Et encore un peu de pâtisseries au cas où",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_07",,"Bring the cart to the sugar field","サトウキビ畑までカートを運ぶ","수레를 설탕 밭으로 가져오기","Amener la charrette jusqu'aux champs",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_08",,"Get the mole's attention","モグラの注意を引き付ける","두더지의 주의를 끌기","Attirer l'attention de la taupe",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_09",,"Watch the mole's reaction to the food","食べ物に対するモグラの反応を見る","음식을 본 두더지의 반응 살피기","Observer la réaction de la taupe",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_10",,"Slowly pull the cart away...","カートをゆっくり遠ざける","천천히 수레를 밭 밖으로 끌기","Déplacer la charrette doucement...",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_11",,"And wait for the mole to catch up","モグラが追いつくのを待つ","두더지가 수레를 따라오기를 기다리기","Attendre que la taupe suive",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_12",,"And slowly pull the cart away...","もう一度カートをゆっくり遠ざける","천천히 수레를 밭 밖으로 끌기","Déplacer la charrette doucement...",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_13",,"And wait for the mole to catch up","モグラが追いつくのを待つ","두더지가 수레를 따라오기를 기다리기","Attendre que la taupe suive",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_14",,"And slowly pull the cart away...","もう一度カートをゆっくり遠ざける","천천히 수레를 밭 밖으로 끌기","Déplacer la charrette doucement...",
"TID_CHALLENGE027_SWEETTOOTHMOLE_STAGE3_JOB_15",,"And keep pulling the cart away","カートをどんどん遠ざける","계속해서 수레를 끌기","Continuer à déplacer la charrette",
"TID_CHALLENGE027_SWEETTOOTHMOLE_WIN",,"Bye bye, mole! Hope ya find a snack someplace else! Someplace far from our sugar fields.","バイバイ、モグラ君！どこか他の場所でおやつが見つかるといいわね。うちの畑じゃなければ、どこでもいいわよ！","안녕, 두더지야! 다른 곳에서 꼭 맛있는 걸 찾으렴. 우리 설탕 밭에만 오지 말고!","Au revoir, grand-taupe ! J'espère qu'elle trouvera de quoi manger ailleurs. Loin de nos champs de sucre.",
"TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE1",,"I just can't think of a way to get rid of this trespasser. Well, at least he don't smell. Not like my great aunt.","モグラを追い払う方法が見つからないわ... ま、私の大おばさんみたいに臭くないだけマシだけどね。","두더지를 쫓아낼 방법이 없어요. 냄새를 못 맡는 것 같아요. 우리 고모할머니는 개코였는데.","Je ne sais vraiment pas comment nous débarrasser de cette invitée surprise. Enfin, elle sent meilleur que ma grand-tante.",
"TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE2",,"We didn't get enough food. This mole can eat more than my great aunt.","これじゃ食べ物が足りないわ。このモグラの胃袋は、私の大おばさんより大きいはずだからね。","음식을 충분히 준비하지 못했어요. 생각했던 것보다 두더지가 훨씬 더 많이 먹네요.","Nous n'avions pas assez de nourriture. La taupe mange beaucoup plus que ma grand-tante !",
"TID_CHALLENGE027_SWEETTOOTHMOLE_LOSE_STAGE3",,"Ah shucks, the mole didn't take the bait! You're pickier than I thought, mole. Much pickier than my great aunt.","あらら、食べ物に釣られてくれなかったか... 好き嫌いが激しいのね。私の大おばさんより贅沢なんだから！","두더지가 미끼를 물지 않았어요! 생각보다 입맛이 아주 까다롭네요.","Ah, zut ! La taupe ne nous a pas suivis. Elle est difficile, en fait. Ma grand-tante mangeait n'importe quoi par comparaison.",
"TID_CHALLENGE028_SAVEEARPUFFS_TITLE",,"Save the Earpuffs!","ふんわリン救出作戦","폭신이 구출 작전","Orimignons en détresse !",
"TID_CHALLENGE028_SAVEEARPUFFS_INTRO",,"Come with me to observe and study an earpuff ritual! It will be most pleasant.","ふんわリンの生態研究に協力してくれないか？きっと大発見が待っておるぞ！","저와 함께 폭신이의 의식을 관찰하고 연구하지 않으실래요? 만족스러운 연구가 될 거예요!","Venez avec moi étudier les orimignons. Vous allez voir, ils sont adorables !",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1",,"Look at these lovely little earpuffs... wait. Did you feel that? A gust of wind! Oh no! The earpuffs are blowing away! Librarian to the rescue!","なんてかわいい生き物なんじゃ... ちょっと待て... 風が出てきたぞ！マズい！ふんわリンたちが飛ばされてしまう！今助けに行くからなー！！","이 귀여운 폭신이들을 보세요. 잠깐, 거대한 바람이 불어오고 있어요! 안돼! 폭신이들이 날아가고 있어요! 정령들을 구하러 출동!","Regardez ces petits orimignons... Attendez. Vous avez senti ça ? Du vent... Oh, non ! Les orimignons s'envolent ! Au secours !",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE2",,"We cannot catch them all with our hands alone. Think... Francis... Ah, yes. Let us build a net! That should do it! Help me collect the supplies.","こいつらをすべて手で捕まえるのは至難の業じゃのぉ。何かいい方法はないものか... そうじゃ！ネットを張ればうまくいくかもしれん！材料の調達を手伝ってくれんか？","손으로만 잡기에는 무리가 있어요. 뭔가 좋은 방법이 없으려나... 그렇지! 그물을 치면 되지 않을까요? 재료 구하는 걸 도와주실래요?","Nous n'arriverons jamais à tous les attraper comme ça... Réfléchis, Francis ! Ah, oui ! Un filet ! Aidez-moi vite !",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3",,"Time to build the net - it must be large! We must also comfort the poor earpuffs with song. They respond well to major keys.","これで材料は揃ったな。大きなネットを張ってくれよ！その間にふんわリンたちを歌で和ませてやるとしよう。こいつらは綺麗なハーモニーを聞かせると喜ぶんじゃ。","이제 그물을 만들어 봐요. 아주 크게 만들어야 해요. 노래를 불러서 겁먹은 폭신이들을 달래주세요. 노래를 잘 부르면 반응할 거예요.","Fabriquons un filet, un grand filet ! Et chantons pour rassurer les orimignons. Ils préfèrent les chants en majeur.",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_01",,"Find a pen and paper","紙とペンを見つける","펜과 종이 찾기","Trouver un crayon et du papier",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_02",,"Measure wind speed","風速を測る","풍속 측정하기","Mesurer la force du vent",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_03",,"Estimate earpuff average weight","ふんわリンの平均体重を調べる","폭신이 평균 무게 예측하기","Calculer une estimation du poids des orimignons",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_04",,"Determine wind shear value","風向の変動を調べる","풍향의 변동 값 알아내기","Calculer les directions des vents et courants",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_05",,"Quantify various unknowns","不確定要素を整理する","다양하고 애매한 요소들을 수량화하기","Prendre en compte les facteurs inconnus",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_06",,"Compute velocities","ふんわリンが飛んでいく速度を計算する","속도 계산하기","Calculer la vitesse de déplacement",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_07",,"Derive accelerations","加速度を求める","가속도 도출하기","Calculer les variations de vitesse",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_08",,"Extrapolate flight paths","飛んでいく軌道を割り出す","비행 경로 추정하기","Estimer les trajectoires de vol",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_09",,"Carry the two","ふんわリン2匹を抱えてみる","두 마리 옮기기","Retenir le deux",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_10",,"Perform a few additional calculations","その他の計算を行う","추가 계산하기","Quelques derniers calculs",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_11",,"Double-check the math","計算に間違いがないか確認する","계산에 실수가 없는지 확인하기","Tout vérifier encore une ou deux fois",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE1_JOB_12",,"Write out the conclusion","結果を書く","결론 작성하기","Trouver la position approximative",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_01",,"Get the net-making operation set up","作業の段取りをつける","그물 제작 작업 준비하기","Préparer la chaîne de fabrication de filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_02",,"Relay instructions to everyone","みんなに工程を説明する","작업 과정 설명하기","Donner les instructions à tout le monde",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_03",,"Begin regaling the earpuffs with song","ふんわリンに歌を聴かせて楽しませる","폭신이에게 노래 불러주기","Chanter pour les orimignons",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_04",,"Make some netting","ネットを作る","그물 만들기","Fabriquer des filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_05",,"Make some netting","ネットを作る","그물 만들기","Fabriquer des filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_06",,"Make some netting","ネットを作る","그물 만들기","Fabriquer des filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_07",,"Keep singing the song of the earpuffs","引き続き歌を聴かせる","계속해서 노래 불러주기","Continuer à chanter pour les orimignons",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_08",,"Ask everyone to clap along","みんなに手拍子を求める","박수 유도하기","Demander à tout le monde tapper dans ses mains",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_09",,"Add a drum and a tambourine","ドラムとタンバリンも加える","드럼 및 탬버린 추가하기","Ajouter un tambour et un tambourin",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_10",,"Make some more netting","ネットをさらに作る","그물 더 만들기","Fabriquer plus de filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_11",,"Make some more netting","ネットをさらに作る","그물 더 만들기","Fabriquer plus de filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_12",,"Make some more netting","ネットをさらに作る","그물 더 만들기","Fabriquer plus de filets",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_13",,"Attach the netting to the poles","ネットを柱に結びつける","그물을 막대에 고정시키기","Attacher les filets à des perches",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_14",,"Stand up the poles","柱を立てる","막대 세우기","Brandir les perches bien haut",
"TID_CHALLENGE028_SAVEEARPUFFS_STAGE3_JOB_15",,"Catch the earpuffs","ふんわリンを捕まえる","폭신이 잡기","Attraper les orimignons",
"TID_CHALLENGE028_SAVEEARPUFFS_WIN",,"The earpuffs are saved! Now we may study their ritual in peace. Pay attention! There will be a quiz.","ふんわリンを無事救出できたぞ！これで生態研究を進めることができるってもんじゃ。研究結果には注目するように。テストに出すからな！","폭신이를 구출했어요! 이제 평화롭게 의식을 연구해 보죠. 집중하세요! 끝나고 퀴즈가 있을 거예요!","Les orimignons sont sains et saufs ! Nous allons pouvoir les observer tranquillement. Mais attention : je préparerai un contrôle pour vous !",
"TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE1",,"They are all gone! Where in the world did they go? Oh dear... they must be so lost.","ふんわリンたちがいなくなったぞ！一体どこへ行ったというんじゃ。はぁ... きっと途方に暮れているに違いない。","모두 사라졌어요! 어디로 날아가 버렸을까요? 이런... 영영 못 돌아오는 건 아니겠죠?","Ils sont tous partis. Mais où ont-ils bien pu s'envoler ? Oh, misère... Ils doivent se sentir tellement perdus...",
"TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE2",,"We did not build the net in time! Every single earpuff has blown away! Where could they be? Oh dear...","ネット作りが間に合わなかったようじゃな。ふんわリンたちは1匹残らず飛んで行ってしまったよ。もう追跡するのは難しいじゃろう...","제때 그물을 만들지 못했어요! 모든 폭신이들이 날아가 버렸어요! 어디로 갔을까요?","Nous n'avons pas réussi à fabriquer les filets à temps. Tous les orimignons ont disparu. Oh, quelle misère...",
"TID_CHALLENGE028_SAVEEARPUFFS_LOSE_STAGE3",,"The earpuffs do not seem to want to come down from the net. Unusual behavior... and an exciting development!","不思議なことに、ふんわリンたちはネットから離れようとしないんじゃ。真意は測りかねるが、これも1つの発見と言えそうじゃの！","폭신이들이 그물에서 안 내려오려고 하네요. 왜 그러는 걸까요? 폭신이에 대해 또 새로운 걸 알게 되었네요!","Les orimignons ne veulent plus redescendre. Comme c'est étrange ! Il faut absolument que j'écrive tous les détails !",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_TITLE",,"One Sandy Valley","砂で作る夢の世界","영광의 모래성","La vallée ensablée",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_INTRO",,"Personally, I think sand is a flimsy building material. But we love having Sandcastle Day anyway. What can we build this time?","いつも思うんだが、なんで俺たちは砂の城を作るのが好きなんだろうな？素材としてはもろいのに、不思議なもんだぜ。さて、今日は何を作ろうか？","모래는 잘 무너지는데, 우리는 왜 모래성 쌓는 걸 좋아하는 걸까요? 이번엔 무엇을 만들어 볼까요?","J'ai toujours trouvé le sable trop glissant pour construire quoi que ce soit, mais j'adore la journée des châteaux de sable !",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE1",,"Everyone around wants to make their own sand... thing. That requires some major sand acquisition. Make way for a big haul!","どいつもこいつも砂遊びが好きらしい。みんな何かしらを作りたがってる。そうとなったら、大量の砂が必要だな。さっそく、運搬作業を始めようぜ！","모래로 만들고 싶은 게 각자 다 다른 것 같네요. 그러려면 아주 많은 양의 모래가 필요하겠어요. 당장 모래 운반을 시작해 보자고요!","Tout le monde veut du sable. Il va nous falloir un gros chargement pour répondre à une telle demande !",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2",,"Sketches. Blueprints. Load testing. Architecture is a mix of art and science. Use your brains. Use your hearts. Design something great.","スケッチに設計図に荷重試験。建築は、芸術と科学の融合なんだ。頭と心を一体にして傑作を生み出そうぜ！","스케치, 청사진, 하중 테스트... 건축은 예술과 과학의 결정체입니다. 몸과 마음을 총동원해 걸작을 만들어내세요!","Des plans, des calculs, de la physique... L'architecture est un art et une science. Il faut y mettre son cerveau et son cœur.",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3",,"It's building time. Careful with that shovel, explorer. Building sandcastles ain't no picnic! Unless... you brought finger food!","城作りを始めるとするか！ただし、シャベルの使い方には気を付けろよ。ピクニックに来たわけじゃないんだぞ。ま、おやつを持ってきたんなら話は別だが...","이제 모래성을 만들어볼까요? 삽은 조심해서 사용하세요. 여기에 놀러 온 게 아니라고요. 뭐 간식을 좀 가져왔다면 얘기가 달라지겠지만요...","Passons à la construction. Attention avec la pelle ! Les châteaux de sable demandent de la délicatesse... Oh ! Des cacahuètes !",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_01",,"Get some paper and pencils","紙とペンを用意する","종이와 연필 가져오기","Trouver du papier et des crayons",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_02",,"Set up a design studio","アトリエを設置する","디자인 스튜디오 설치하기","Installer un bureau d'architecte",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_03",,"Test different sands","様々な砂を試す","여러 모래 테스트하기","Tester différents types de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_04",,"Test different shovels","様々なシャベルを試す","여러 삽 테스트하기","Tester des pelles différentes",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_05",,"Design a Platurtle sandcastle","カメっぴーの砂の城をデザインする","플라터틀 모래성 디자인하기","Créer une Tortupentue de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_06",,"Design a Great Library sandcastle","中央図書館の砂の城をデザインする","대도서관 모래성 디자인하기","Créer une grande bibliothèque de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_07",,"Design a Bakery sandcastle","パン屋の砂の城をデザインする","베이커리 모래성 디자인하기","Créer une boulangerie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_08",,"Design a Villager Home sandcastle","村人の家の砂の城をデザインする","마을 주민 집 모래성 디자인하기","Créer une maison de villageois de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_09",,"Design a scale sand replica of Bigs' head","ビッグスそっくりの砂の城をデザインする","빅스 얼굴을 꼭 닮은 모래성 디자인하기","Créer une réplique taille nature de granteau",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_10",,"Design a Cloud Spirit sandcastle","雲の精霊の砂の城をデザインする","구름 정령 모래성 디자인하기","Créer un esprit nimbus de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_11",,"Design a classic sandcaslte","普通の砂の城をデザインする","클래식한 모래성 디자인하기","Créer un château de sable classique",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_12",,"Design a Dyeshop sandcastle","染料屋の砂の城をデザインする","염료 제조소 모래성 디자인하기","Créer une teinturerie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_13",,"Design a Preservery sandcastle","保存食屋の砂の城をデザインする","보존 식품 주방 모래성 디자인하기","Créer une conserverie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_14",,"Design Guild sandcastles","ギルドの砂の城をデザインする","길드 모래성 디자인하기","Créer une guilde de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE2_JOB_15",,"Prepare the designs for showtime","城作りを前にデザインを整理する","쇼타임을 위한 디자인 준비하기","Préparer des designs à montrer à tous",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_01",,"Distribute sand","みんなに砂を配る","모래 배분하기","Distribuer le sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_02",,"Hand out shovels","シャベルを配る","삽 나눠주기","Distribuer les pelles",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_03",,"Assign designs","デザインを配る","디자인 나눠주기","Diviser le travail entre les villageois",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_04",,"Build a Platurtle sandcastle","カメっぴーの砂の城を作る","플라터틀 모래성 만들기","Construire une Tortupentue de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_05",,"Build a Great Library sandcastle","中央図書館の砂の城を作る","대도서관 모래성 만들기","Construire une grande bibliothèque de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_06",,"Build a Bakery sandcastle","パン屋の砂の城を作る","베이커리 모래성 만들기","Construire une boulangerie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_07",,"Take a break and enjoy the sun","一息ついて日光浴を楽しむ","잠시 쉬며 햇볕 즐기기","Faire une pause et profiter du soleil",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_08",,"Build a Villager Home sandcastle","村人の家の砂の城を作る","마을 주민 집 모래성 만들기","Construire une maison de villageois de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_09",,"Build a to-scale sand replica of Bigs' head","ビッグスそっくりの砂の城を作る","빅스 얼굴을 꼭 닮은 모래성 만들기","Construire une réplique taille nature de granteau",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_10",,"Build a Cloud Spirit sandcastle","雲の精霊の砂の城を作る","구름 정령 모래성 만들기","Construire un esprit nimbus de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_11",,"Take a break and eat some snacks","一息ついておやつを食べる","잠시 쉬며 간식 먹기","Faire une pause et manger un goûter",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_12",,"Build a classic sandcaslte","普通の砂の城を作る","클래식한 모래성 만들기","Construire un château de sable classique",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_13",,"Build a Dyeshop sandcastle","染料屋の砂の城を作る","염료 제조소 모래성 만들기","Construire une teinturerie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_14",,"Build a Preservery sandcastle","保存食屋の砂の城を作る","보존 식품 주방 모래성 만들기","Construire une conserverie de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_STAGE3_JOB_15",,"Build Guild sandcastles","ギルドの砂の城を作る","길드 모래성 만들기","Construire une guilde de sable",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_WIN",,"Bigs' expectations were higher than a monument... and you surpassed them! Now I need to get some sand out of my ears.","さすがだぜ！俺のとてつもない理想を叶えるどころか見事に超えてみせたな！ん、何か言ったか？ダメだ... 耳の中に砂が詰まってやがる。","빅스의 기대치가 정말 높았는데, 정말 기대 이상이네요! 이제 귀에 들어간 모래 좀 꺼내야겠어요...","Le granteau avait hâte de voir vos créations, et vous ne l'avez pas déçu ! Maintenant, une bonne douche pour tous s'impose !",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_LOSE_STAGE1",,"All this beach and we still couldn't get enough sand. How in the?","こんだけ砂浜があるのに、砂が集まらなかっただと？一体どういうことだ？","이렇게 많은 모래가 있는데도 아직 부족하다고요? 어떻게 그럴 수 있죠?","Nous avons de magnifiques plages, mais pas assez de sable. Qui l'eut cru ?",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_LOSE_STAGE2",,"Designing sandcastles isn't as easy as it looks. Bigs studied sandcastle design for eighteen years. Still novice.","砂の城の設計は簡単そうに見えるが、実はなかなか奥が深いんだ。俺も18年間やってるが、まだまだ素人同然だぜ。","모래성 쌓는 건 생각보다 어렵네요. 빅스가 지난 18년간 모래성 디자인을 연구해왔는데 아직도 부족하네요.","Créer des châteaux de sable est très compliqué. Le granteau a étudié pendant dix-huit ans et il n'est encore qu'un novice.",
"TID_CHALLENGE029_SANDCASTLESYMPOSIUM_LOSE_STAGE3",,"You'd think waves were the natural enemy of sandcastles, but truth be told: it's wind.","砂の城の天敵は波だと思うだろ？ところがどっこい、本当に厄介なのは風なんだ。","모래성의 천적이 파도라고 생각했나요? 그렇다면 잘못 알고 있었군요. 그건 바로 바람이에요.","Les vagues... Le prédateur naturel des châteaux de sable. Et puis le vent aussi.",
"TID_CHALLENGE030_DYESHOPEXPLOSION_TITLE",,"Dyeshop Meltdown","染料屋の倒壊","염료 제조소 붕괴","Panique à la teinturerie",
"TID_CHALLENGE030_DYESHOPEXPLOSION_INTRO",,"This afternoon is shaping up to be totally normal. Nothing's going to go wrong today. Just a regular day here at the old Dyeshop.","今日も何事もなく穏やかに過ごせそうね。嫌な予感がまるでしないもの。まさに、いつも通りの1日って感じだわ。","오늘 하루는 아무 일 없이 편하게 보낼 수 있을 것 같아요. 기분 좋은 예감이에요! 평소와 똑같은 하루네요.","Quel après-midi parfaitement ordinaire ! Aucun problème. Aucun souci. Un jour tout à fait normal à la teinturerie.",
