"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge","RewardTradePartner","PreventTaskGemming","NoTaskFiltering","EvenTaskRequirementDistribution","FixedVillageLevelForTasks","Pool","OnCompletionStartChallenges","RewardIcons","RewardIconTooltips"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_15","bg_image_valley_construction","Builder","Berry",19,"Mushroom",11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_16","bg_image_valley_construction","Builder","Mushroom",11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_17","bg_image_village_resource_clay","Claydigger","Berry",28,"Mushroom",17,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_18","bg_image_village_resource_clay","Claydigger","Mushroom",11,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_19","bg_image_village_resource_stone","Stonemason","Berry",19,"Mushroom",11,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE049_MINI_BERRIESMUSHROOMS_STAGE1_JOB_20","bg_image_village_resource_stone","Stonemason","Berry",19,"Mushroom",11,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge050_Mini_Dye","TID_CHALLENGE050_MINI_DYE_TITLE","Birdog","ChallengeCart",100,"Academy",,,"ChallengeSiteMountain1",,1209600,1,,"NationMonument01",20,"DyeShopCount1",,,1,"TID_CHALLENGE050_MINI_DYE_INTRO","prefab/valley_event_spirit_art.pfb#stage1","sc/ui.sc","sticker_birddog_wave",86400,"bg_image_valley_dye_maker_2","TID_CHALLENGE050_MINI_DYE_STAGE1","prefab/valley_event_spirit_art.pfb#stage1","sc/ui.sc","sticker_birddog_leafpeek",86400,"bg_image_valley_dye_maker_2",,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_01","bg_image_valley_wheat_field","Farmer","DyeRed",14,,,,,"TID_CHALLENGE050_MINI_DYE_WIN","prefab/valley_event_spirit_art.pfb#stage1","sc/ui.sc","sticker_birddog_celebrate","bg_image_valley_dye_maker_2","TID_CHALLENGE050_MINI_DYE_LOSE_STAGE1","prefab/valley_event_spirit_art.pfb#stage1","sc/ui.sc","sticker_birddog_urgent","bg_image_valley_dye_maker_2",86400,,,100,,,,,,"Mini",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_02","bg_image_valley_construction","Builder","DyeYellow",10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_03","bg_image_valley_construction","Builder","DyeBlue",10,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_04","bg_image_village_resource_stone","Stonemason","DyeGreen",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_05","bg_image_village_resource_stone","Stonemason","DyeOrange",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_06","bg_image_village_library","Researcher","DyePurple",4,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_07","bg_image_village_library","Researcher","DyeYellow",6,"DyeRed",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_08","bg_image_village_resource_wood","Lumberjack","DyeRed",9,"DyeBlue",6,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_09","bg_image_village_resource_clay","Claydigger","DyeYellow",8,"DyePurple",3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_10","bg_image_village_resource_clay","Claydigger","DyeBlue",8,"DyeOrange",3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_11","bg_image_village_resource_wood","Lumberjack","DyeRed",10,"DyeGreen",3,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_12","bg_image_village_resource_wood","Lumberjack","DyePurple",3,"DyeBlue",8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_13","bg_image_village_resource_stone","Stonemason","DyeOrange",3,"DyeRed",10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_14","bg_image_village_library","Researcher","DyeGreen",3,"DyeYellow",8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_15","bg_image_valley_construction","Builder","DyeRed",14,"DyeYellow",10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_16","bg_image_valley_wheat_field","Farmer","DyeYellow",10,"DyeBlue",10,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_17","bg_image_valley_wheat_field","Farmer","DyeBlue",10,"DyeRed",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_18","bg_image_village_resource_wood","Lumberjack","DyeGreen",4,"DyeOrange",5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_19","bg_image_village_resource_clay","Claydigger","DyeOrange",5,"DyePurple",5,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE050_MINI_DYE_STAGE1_JOB_20","bg_image_village_resource_clay","Claydigger","DyePurple",5,"DyeGreen",4,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge051_FoodFight_Calendar","TID_CHALLENGE019_FOODFIGHT_TITLE","Baker","ChallengeCart",100,"Academy",,,"ChallengeSiteCalendar3",,259200,4,,,,,,,1,"TID_CHALLENGE019_FOODFIGHT_INTRO","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_wave",86400,"bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_STAGE1","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",60,100,100,30,100,100,100,"FoodCrafted","FoodVillageCraft",,,,,,,,,,,,"TID_CHALLENGE019_FOODFIGHT_WIN","prefab/valley_event_food_fight.pfb#stage4","sc/ui.sc","sticker_baker_celebrate","bg_image_valley_event_food_fight","TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE1","prefab/valley_event_food_fight.pfb#stage1","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",86400,"NoHunger",86400,,,,,,,"Calendar",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE2","prefab/valley_event_food_fight.pfb#stage2","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_01","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE2","prefab/valley_event_food_fight.pfb#stage2","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_02","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_03","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_04","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_05","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_06","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_07","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_08","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_09","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_10","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_11","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_12","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_13","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_14","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_15","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_16","bg_image_valley_background",,"Coins",378,"Reputation",28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_17","bg_image_valley_background",,"Coins",315,"Reputation",24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_18","bg_image_valley_background",,"Coins",378,"Reputation",28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_19","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_20","bg_image_valley_background",,"Coins",378,"Reputation",28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_21","bg_image_valley_background",,"Coins",441,"Reputation",33,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_22","bg_image_valley_background",,"Coins",378,"Reputation",28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_23","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_24","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10800,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_25","bg_image_valley_background",,"Coins",189,"Reputation",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_26","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_27","bg_image_valley_background",,"Coins",126,"Reputation",9,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_28","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_29","bg_image_valley_background",,"Coins",252,"Reputation",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE2_JOB_30","bg_image_valley_background",,"Coins",378,"Reputation",28,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE019_FOODFIGHT_STAGE3","prefab/valley_event_food_fight.pfb#stage3","sc/ui.sc","sticker_baker_working",86400,"bg_image_valley_event_food_fight",,,,,,,,,,,32400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_01","bg_image_valley_construction","Builder","Honey",27,"PotionIngredient1",8,,,,,,,,"TID_CHALLENGE019_FOODFIGHT_LOSE_STAGE3","prefab/valley_event_food_fight.pfb#stage3","sc/ui.sc","sticker_baker_thankyou","bg_image_valley_event_food_fight",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_02","bg_image_valley_wheat_field","Farmer","Sugar",15,"Mushroom",43,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_03","bg_image_village_resource_stone","Stonemason","Mushroom",28,"Honey",24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_04","bg_image_village_library","Researcher","Egg",36,"Salt",12,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_05","bg_image_village_resource_wood","Lumberjack","Wheat",37,"PotionIngredient2",20,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_06","bg_image_village_library","Researcher","Fish",23,"PotionIngredient6",22,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_07","bg_image_village_resource_clay","Claydigger","Salt",16,"PotionIngredient5",7,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_08","bg_image_village_resource_stone","Stonemason","PotionIngredient1",14,"PotionIngredient4",14,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_09","bg_image_valley_wheat_field","Farmer","PotionIngredient2",16,"Wheat",30,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_10","bg_image_valley_construction","Builder","PotionIngredient3",9,"Berry",59,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50400,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_11","bg_image_village_library","Researcher","PotionIngredient4",13,"PotionIngredient3",13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_12","bg_image_village_resource_wood","Lumberjack","PotionIngredient5",7,"Honey",24,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72000,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_13","bg_image_valley_wheat_field","Farmer","PotionIngredient6",18,"Fish",19,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39600,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_14","bg_image_village_resource_stone","Stonemason","Honey",33,"Sugar",13,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64800,"TID_CHALLENGE019_FOODFIGHT_STAGE3_JOB_15","bg_image_village_resource_clay","Claydigger","Wheat",30,"PotionIngredient1",16,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge052_ScavengerHunt_1_Calendar","TID_CHALLENGE052_SCAVENGERHUNT_1_CALENDAR_TITLE","Carolina_Pirate_Map","ChallengeCart",100,"Academy",,,"ChallengeSiteCalendar2",,259200,4,,"NationCannery",1,,,,1,"TID_CHALLENGE052_SCAVENGERHUNT_1_CALENDAR_INTRO","prefabs/valley_event_52_calendar_pirates_ahoy.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",172800,"bg_image_valley_event_scavenger_hunt","TID_CHALLENGE052_SCAVENGERHUNT_1_CALENDAR_STAGE1","prefabs/valley_event_52_calendar_pirates_ahoy.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",86400,"bg_image_valley_event_scavenger_hunt",30,50,50,80,120,0,120,"PreserveryAny","Salt","Fish",,,,,,,,,,,"TID_CHALLENGE052_SCAVENGERHUNT_1_CALENDAR_WIN","prefabs/valley_event_52_calendar_pirates_ahoy.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_treasurehunt_01_b","TID_CHALLENGE052_SCAVENGERHUNT_1_CALENDAR_LOSE_STAGE1","prefabs/valley_event_52_calendar_pirates_ahoy.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_scavenger_hunt",345600,,,1000,,,,,,"Calendar","Challenge053_ScavengerHunt_2_Calendar",,
"Challenge053_ScavengerHunt_2_Calendar","TID_CHALLENGE053_SCAVENGERHUNT_2_CALENDAR_TITLE","Carolina_Pirate_Map","ChallengeCart",100,"Academy",,,"ChallengeSiteDesert2",,259200,4,,,,,,,1,"TID_CHALLENGE053_SCAVENGERHUNT_2_CALENDAR_INTRO","prefabs/valley_event_53_calendar_clue_location_1.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",86400,"bg_image_valley_event_treasurehunt_02_a","TID_CHALLENGE053_SCAVENGERHUNT_2_CALENDAR_STAGE1","prefabs/valley_event_53_calendar_clue_location_1.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",86400,"bg_image_valley_event_treasurehunt_02_a",30,50,50,80,120,0,120,"BakeryAny","CandyMakerAny","Sugar",,,,,,,,,,,"TID_CHALLENGE053_SCAVENGERHUNT_2_CALENDAR_WIN","prefabs/valley_event_53_calendar_clue_location_1.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_treasurehunt_02_b","TID_CHALLENGE053_SCAVENGERHUNT_2_CALENDAR_LOSE_STAGE1","prefabs/valley_event_53_calendar_clue_location_1.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_treasurehunt_02_a",86400,,,1000,,,,,,"None","Challenge054_ScavengerHunt_3_Calendar",,
"Challenge054_ScavengerHunt_3_Calendar","TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_TITLE","Carolina_Pirate_Map","ChallengeCart",100,"Academy",,,"ChallengeSiteRiver4",,259200,4,,,,,,,1,"TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_INTRO","prefabs/valley_event_54_calendar_clue_location_2.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",86400,"bg_image_valley_event_treasurehunt_03_a","TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_STAGE1","prefabs/valley_event_54_calendar_clue_location_2.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop",86400,"bg_image_valley_event_treasurehunt_03_a",,,,,,,,,,,14400,"TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_STAGE1_JOB_01","bg_image_valley_wheat_field","Farmer","Coins",252,"PotionIngredient3",5,,,"TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_WIN","prefabs/valley_event_54_calendar_clue_location_2.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_treasurehunt_03_b","TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_LOSE_STAGE1","prefabs/valley_event_54_calendar_clue_location_2.prefab_bin#stage1","sc/ui.sc","sticker_treasuremap_prop","bg_image_valley_event_treasurehunt_03_a",86400,,,1000,,,,,,"None","Challenge055_ScavengerHunt_4_Calendar",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_STAGE1_JOB_02","bg_image_valley_wheat_field","Farmer","Coins",378,"Fish",8,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE054_SCAVENGERHUNT_3_CALENDAR_STAGE1_JOB_03","bg_image_valley_construction","Builder","Coins",504,"PotionIngredient6",10,,,,,,,,,,,,,,,,,,,,,,,,,
