"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60"
142000,6600,6600,6600,6600,6600,6600,4400,4000,3600,3400,3200,3000,2900,2700,2600,2500,2400,2300,2300,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200,1200
143000,6700,6600,6600,6600,6600,6600,4400,4000,3700,3400,3200,3000,2900,2700,2600,2500,2400,2400,2300,2200,2200,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200,1200
144000,6700,6700,6700,6700,6600,6600,4400,4000,3700,3400,3200,3000,2900,2800,2600,2500,2500,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200
145000,6800,6800,6700,6700,6700,6700,4400,4000,3700,3500,3200,3100,2900,2800,2700,2600,2500,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200,1200
146000,6800,6800,6800,6800,6700,6700,4500,4000,3700,3500,3300,3100,2900,2800,2700,2600,2500,2400,2300,2300,2200,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200,1200
147000,6800,6800,6800,6800,6800,6800,4500,4100,3800,3500,3300,3100,3000,2800,2700,2600,2500,2400,2300,2300,2200,2200,2100,2000,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1200,1200,1200
148000,6900,6900,6900,6900,6900,6800,4500,4100,3800,3500,3300,3100,3000,2800,2700,2600,2500,2400,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1200,1200
149000,7000,6900,6900,6900,6900,6900,4600,4100,3800,3500,3300,3100,3000,2900,2700,2600,2500,2500,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1200,1200
150000,7000,7000,6900,6900,6900,6900,4600,4100,3800,3600,3300,3200,3000,2900,2800,2700,2600,2500,2400,2300,2300,2200,2100,2100,2000,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300,1200
151000,7000,7000,7000,7000,6900,6900,4600,4200,3800,3600,3400,3200,3000,2900,2800,2700,2600,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,1900,1900,1800,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300,1300
152000,7100,7100,7000,7000,7000,7000,4600,4200,3900,3600,3400,3200,3000,2900,2800,2700,2600,2500,2400,2400,2300,2200,2200,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300
153000,7100,7100,7100,7100,7100,7100,4700,4300,3900,3600,3400,3200,3100,2900,2800,2700,2600,2500,2400,2400,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300,1300
154000,7200,7100,7100,7100,7100,7100,4700,4300,3900,3700,3400,3300,3100,3000,2800,2700,2600,2500,2500,2400,2300,2300,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300,1300
155000,7200,7200,7200,7200,7100,7100,4700,4300,3900,3700,3500,3300,3100,3000,2800,2700,2600,2600,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300
156000,7200,7200,7200,7200,7200,7200,4800,4300,4000,3700,3500,3300,3100,3000,2900,2800,2700,2600,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1800,1800,1800,1800,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300,1300
157000,7300,7300,7300,7300,7200,7200,4800,4300,4000,3700,3500,3300,3200,3000,2900,2800,2700,2600,2500,2400,2400,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300,1300
158000,7400,7300,7300,7300,7300,7300,4800,4400,4000,3800,3500,3300,3200,3000,2900,2800,2700,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300
159000,7400,7400,7400,7300,7300,7300,4800,4400,4100,3800,3500,3400,3200,3100,2900,2800,2700,2600,2500,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300,1300
160000,7500,7400,7400,7400,7400,7400,4900,4400,4100,3800,3600,3400,3200,3100,2900,2800,2700,2600,2600,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300,1300
161000,7500,7500,7400,7400,7400,7400,4900,4500,4100,3800,3600,3400,3200,3100,3000,2800,2700,2700,2600,2500,2400,2400,2300,2200,2200,2100,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1400,1300
162000,7500,7500,7500,7500,7500,7400,4900,4500,4100,3800,3600,3400,3200,3100,3000,2900,2800,2700,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400,1300
163000,7600,7500,7500,7500,7500,7500,5000,4500,4100,3900,3600,3400,3300,3100,3000,2900,2800,2700,2600,2500,2500,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400
164000,7600,7600,7600,7600,7600,7500,5000,4500,4200,3900,3700,3500,3300,3200,3000,2900,2800,2700,2600,2500,2500,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400,1400
165000,7700,7600,7600,7600,7600,7600,5000,4600,4200,3900,3700,3500,3300,3200,3000,2900,2800,2700,2600,2600,2500,2400,2400,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400,1400
166000,7700,7700,7700,7700,7700,7600,5100,4600,4200,3900,3700,3500,3300,3200,3100,2900,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400
167000,7700,7700,7700,7700,7700,7700,5100,4600,4300,4000,3700,3500,3400,3200,3100,3000,2800,2800,2700,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400,1400
168000,7800,7800,7800,7800,7700,7700,5100,4600,4300,4000,3700,3500,3400,3200,3100,3000,2900,2800,2700,2600,2500,2500,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400
169000,7800,7800,7800,7800,7800,7800,5100,4700,4300,4000,3800,3600,3400,3200,3100,3000,2900,2800,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400,1400
170000,7900,7900,7900,7800,7800,7800,5200,4700,4300,4000,3800,3600,3400,3300,3100,3000,2900,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400,1400
171000,8000,7900,7900,7900,7900,7900,5200,4700,4400,4100,3800,3600,3400,3300,3100,3000,2900,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500,1400,1400
172000,8000,8000,8000,7900,7900,7900,5300,4800,4400,4100,3800,3600,3500,3300,3200,3000,2900,2800,2700,2700,2600,2500,2500,2400,2300,2300,2200,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1400,1400
173000,8000,8000,8000,8000,7900,7900,5300,4800,4400,4100,3900,3600,3500,3300,3200,3100,2900,2800,2800,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500,1400
174000,8100,8000,8000,8000,8000,8000,5300,4800,4400,4100,3900,3700,3500,3300,3200,3100,3000,2900,2800,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500
175000,8100,8100,8100,8100,8000,8000,5300,4800,4500,4200,3900,3700,3500,3400,3200,3100,3000,2900,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500,1500
176000,8200,8100,8100,8100,8100,8100,5400,4900,4500,4200,3900,3700,3500,3400,3200,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2300,2300,2200,2200,2200,2100,2100,2000,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500
177000,8200,8200,8200,8200,8100,8100,5400,4900,4500,4200,3900,3700,3600,3400,3300,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500,1500
178000,8300,8300,8200,8200,8200,8200,5400,4900,4500,4200,4000,3800,3600,3400,3300,3200,3000,2900,2800,2800,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500,1500
179000,8300,8300,8300,8200,8200,8200,5400,4900,4600,4200,4000,3800,3600,3400,3300,3200,3100,2900,2900,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2000,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500
180000,8300,8300,8300,8300,8300,8200,5500,5000,4600,4300,4000,3800,3600,3400,3300,3200,3100,3000,2900,2800,2700,2600,2600,2500,2500,2400,2300,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500,1500
181000,8400,8400,8400,8300,8300,8300,5500,5000,4600,4300,4000,3800,3600,3500,3300,3200,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500
182000,8400,8400,8400,8400,8400,8400,5600,5000,4600,4300,4100,3800,3700,3500,3300,3200,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500,1500
183000,8500,8500,8400,8400,8400,8400,5600,5100,4700,4300,4100,3900,3700,3500,3400,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500,1500
184000,8500,8500,8500,8500,8400,8400,5600,5100,4700,4400,4100,3900,3700,3500,3400,3300,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1600,1500
185000,8600,8500,8500,8500,8500,8500,5600,5100,4700,4400,4100,3900,3700,3500,3400,3300,3200,3000,3000,2900,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1500
186000,8600,8600,8600,8600,8600,8500,5700,5100,4700,4400,4100,3900,3700,3600,3400,3300,3200,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600,1600
187000,8700,8600,8600,8600,8600,8600,5700,5200,4800,4400,4200,3900,3800,3600,3400,3300,3200,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600
188000,8700,8700,8600,8600,8600,8600,5700,5200,4800,4400,4200,4000,3800,3600,3500,3300,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600,1600
189000,8800,8700,8700,8700,8700,8700,5800,5200,4800,4500,4200,4000,3800,3600,3500,3300,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600,1600
190000,8800,8800,8800,8800,8700,8700,5800,5300,4800,4500,4200,4000,3800,3600,3500,3400,3200,3100,3000,2900,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600
191000,8800,8800,8800,8800,8800,8700,5800,5300,4900,4500,4300,4000,3800,3700,3500,3400,3300,3100,3100,3000,2900,2800,2700,2700,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600,1600
192000,8900,8900,8800,8800,8800,8800,5800,5300,4900,4500,4300,4000,3800,3700,3500,3400,3300,3200,3100,3000,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600
193000,8900,8900,8900,8900,8900,8800,5900,5300,4900,4600,4300,4100,3900,3700,3500,3400,3300,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2100,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600,1600
194000,9000,9000,8900,8900,8900,8900,5900,5400,4900,4600,4300,4100,3900,3700,3600,3400,3300,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600
195000,9000,9000,9000,9000,9000,9000,5900,5400,5000,4600,4400,4100,3900,3700,3600,3500,3300,3200,3100,3000,2900,2900,2800,2700,2700,2600,2500,2500,2400,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600,1600
196000,9100,9000,9000,9000,9000,9000,6000,5400,5000,4600,4400,4100,3900,3800,3600,3500,3300,3200,3100,3000,3000,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600
197000,9100,9100,9100,9000,9000,9000,6000,5400,5000,4700,4400,4200,4000,3800,3600,3500,3400,3200,3100,3100,3000,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700,1600
198000,9100,9100,9100,9100,9100,9100,6000,5500,5000,4700,4400,4200,4000,3800,3600,3500,3400,3300,3200,3100,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700
199000,9200,9200,9200,9100,9100,9100,6100,5500,5100,4700,4400,4200,4000,3800,3700,3500,3400,3300,3200,3100,3000,2900,2800,2800,2700,2700,2600,2500,2500,2400,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700,1700
200000,9200,9200,9200,9200,9200,9100,6100,5500,5100,4700,4500,4200,4000,3800,3700,3500,3400,3300,3200,3100,3000,2900,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700
201000,9300,9300,9300,9200,9200,9200,6100,5600,5100,4800,4500,4200,4000,3900,3700,3600,3400,3300,3200,3100,3000,3000,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700,1700
202000,9300,9300,9300,9300,9300,9300,6100,5600,5100,4800,4500,4300,4100,3900,3700,3600,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700
203000,9400,9400,9300,9300,9300,9300,6200,5600,5200,4800,4500,4300,4100,3900,3700,3600,3500,3300,3200,3100,3100,3000,2900,2800,2800,2700,2700,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1700,1700,1700,1700
204000,9400,9400,9400,9400,9400,9300,6200,5600,5200,4800,4500,4300,4100,3900,3700,3600,3500,3400,3300,3200,3100,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1700,1700,1700
205000,9500,9400,9400,9400,9400,9400,6200,5700,5200,4900,4600,4300,4100,3900,3800,3600,3500,3400,3300,3200,3100,3000,2900,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1700,1700
206000,9500,9500,9500,9500,9500,9400,6300,5700,5200,4900,4600,4400,4100,4000,3800,3600,3500,3400,3300,3200,3100,3000,2900,2900,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1700,1700
207000,9500,9500,9500,9500,9500,9500,6300,5700,5300,4900,4600,4400,4200,4000,3800,3700,3500,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1700
208000,9600,9600,9600,9600,9600,9500,6300,5700,5300,4900,4600,4400,4200,4000,3800,3700,3600,3400,3300,3200,3100,3100,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800,1700
209000,9600,9600,9600,9600,9600,9600,6300,5800,5300,5000,4700,4400,4200,4000,3800,3700,3600,3400,3300,3200,3100,3100,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800
210000,9700,9700,9600,9600,9600,9600,6400,5800,5300,5000,4700,4400,4200,4000,3900,3700,3600,3500,3400,3300,3200,3100,3000,2900,2900,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800,1800
211000,9700,9700,9700,9700,9700,9700,6400,5800,5400,5000,4700,4500,4200,4000,3900,3700,3600,3500,3400,3300,3200,3100,3000,2900,2900,2800,2800,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800
212000,9800,9800,9800,9700,9700,9700,6400,5800,5400,5000,4700,4500,4200,4100,3900,3700,3600,3500,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800,1800
213000,9800,9800,9800,9800,9800,9700,6500,5900,5400,5100,4800,4500,4300,4100,3900,3800,3600,3500,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800
214000,9900,9900,9900,9800,9800,9800,6500,5900,5400,5100,4800,4500,4300,4100,3900,3800,3700,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800,1800
215000,9900,9900,9900,9900,9900,9800,6500,5900,5500,5100,4800,4500,4300,4100,4000,3800,3700,3500,3400,3300,3200,3200,3100,3000,2900,2900,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800
216000,9900,9900,9900,9900,9900,9900,6600,6000,5500,5100,4800,4600,4300,4100,4000,3800,3700,3600,3500,3300,3300,3200,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800,1800
